ov,Last updated (DD/MM/YY),Expiry Date?,Name,Service Type,Additional/other (separate each type with a semi-colon),"Details (who, what, when, where, why)",Region,City/ Town,Address,Post Code,Phone,URL,Email,Hours,Volunteer need?
,Jul-16,N/A,Refugee Action,Destitution & Debt,Advice & Support,"Refugee Action can help with homelessness and asylum support applications, and offers support and guidance to Local Authorities participating in Resettlement schemes",National,London,"Victoria Charity Centre, 11 Belgrave Road",SW17 1RB,020 79521511,Http://www.refugee-action.org.uk,info@refugee-action.org.uk,N/A,N/A
,,,Refugee Action York,Advice & Support,Advice & Support,"""All staff are part time so please leave a message"". Works with and for asylum seekers, refugees and migrants in and around the City of York.",North East,York,"Refugee Action York c/o Clifton Children's Centre
Kingsway North, Clifton, York. YO30 6JA.",YO30 6JA., 07545060694 ,http://www.refugeeactionyork.org/,carrie@refugeeactionyork.com,,
,6/1/17,,Refugee and Migrant Centre Ltd,Advice & Support,Education; Housing; Destitution & Debt; Employment/ Training/ Volunteering,"RMC offers free, face to face, holistic support. The support is specifically in the areas of immigration, housing and destitution, welfare and health, education, training and employment, and citizenship.The service is delivered in any one of 40 available onsite client languages.",West Midlands,Wolverhampton,"WOLVERHAMPTON OFFICE1st Floor, Roma Parva, 9 Waterloo Road, Wolverhampton,     ",WV1 4NB,01902 311 554,http://www.rmcentre.org.uk/,info@rmcentre.org.uk,"Monday: 09.00-17.00, Tuesday: 09.00-17.00, Wednesday: Closed, Thursday: 09.00-17.00, Friday: 09.00-17.00",Yes
,July 2016,N/A,Refugee Radio,Healthcare/ Mental Health / Disability,Advice & Support,"Refugee Radio provides a weekly support group around mental health, as well as outreach and advice. It also produces radio with refugees and asylum seekers in order for their stories to be heard.",South East,Brighton,"Community Base, 113 Queens Road",BN1 3XG,N/A,http://www.refugeeradio.org.uk,info@refugeeradio.org.uk,N/A,n/a
Michelle Lam,31/07/17,,Refugee Rights Data Project,Advocacy,,Refugee Rights Data Project (RRDP) is a human rights NGO and UK registered charity that aims to fill information gaps relating to refugees and displaced people in Europe by conducting our own independent field research. Charity no.: 1168841,,,"71-75 Shelton Street, Covent Garden, London, WC2H 9JQ",WC2H 9JQ,,http://refugeerights.org.uk/about/,info@refugeerights.org.uk,,
Sam Musguin-Rowe (Michelle Lam),26/07/17,,Refugee Support Network,Education,,"Supports young asylum seekers, refugees and survivors of trafficking to access, remain and progress in education. Achieved through three core programmes: educational mentoring, specialist educational support work and our access to higher education programme.
",London,North London-Harlesden,"Refugee Support Network
32 Manor Park Road (1st Floor, Salvation Army Building)
London",NW10 4JJ,"07597583228 / 
0800 331 7292 (higher education advice line)",http://www.refugeesupportnetwork.org/,info@refugeesupportnetwork.org,Monday-Friday: 09.30-17.30,
Lucy Yates (Michelle Lam),24/07/17,,Refugee Therapy Centre,Healthcare/ Mental Health / Disability,Women; Family; Children & Young People; Advice & Support,"Refugee Therapy Centre offers individual, couple, family and group therapy, as well as child and adolescent psychotherapy for refugees. ",,London,"Refugee Therapy Centre,
1A Leeds Place,
Tollington Park,
London
",N4 3RF, 07828 049 099,http://www.refugeetherapy.org.uk/,info@refugeetherapy.org.uk,Wednesday-Friday: 10.00-19.00,
,,,Refugee Women Of Bristol,,,Each year Refugee Women of Bristol supports approximately 300 refugee and asylum-seeking women and their pre-school children,South West,Bristol,"Refugee Women of Bristol
Unit 42 Easton Business Centre
Felix Road, Easton
Bristol
",BS5 0HE,0117 9415867,http://www.refugeewomenofbristol.org.uk/,info@refugeewomenofbristol.org.uk,,
Kate Erman (Michelle Lam),26/07/17,,Refugee Women's Association,Advice & Support,Education; Advocacy,"Aim: To empower refugee women through: Providing advice and guidance on education, training, employment, health and social care. Disseminating quality information on issues which matter to them. Organising culturally sensitive customised training programmes. Influencing/Lobbying policy makers. Being committed to refugee women – being consistent and clear about our service provision, not diluting our principles of support to refugee women. Involving them in our activities at different levels. To promote and raise awareness of the public and decision-makers about the needs and aspirations of refugee women as well as about their positive contributions to UK society. We do this through: Organising conferences and meetings; Participating in networks, fora and conferences; Production of quality research documents. Provide a model of good practice, showing a way of overcoming difficulties between different groups and people of different backgrounds. We do this through: Setting examples of good models of practice in partnership work; Encouraging employment of refugee women of all nationalities to work together. Promoting networking. Creating sound practical policies and proceduresprovide advice, guidance and counselling in confidence to refugee women. We do this at RWA's offices and on an outreach basis. We provide advice to individual women or group sessions at refugee agencies, colleges and community organisations. We can offer advice on: English Language Courses (ESOL) Rights and Entitlements Professional Re-qualification Access to further and higher education Statutory Financial Support and Charitable Trusts that give educational grants We also assist clients who cannot get their children accepted by schools. Business startup courses commencing soon.",London,East London-Dalston,"Print House, 18 Ashwin Street, London",E8 3DL,020 7923 2412,www.refugeewomen.org.uk,info@refugeewomen.org.uk,Monday-Friday: 09.30-17.30,
Helen Seacombe (Michelle Lam),24/07/17,,Refugee Women's Training And Promotion Association,Healthcare/ Mental Health / Disability,,"Refugee Women's Training And Promotion Association provides free courses including: ESOL Skills for Life for Refugee Women, ESOL for work for Refugee Women, Business Start Up, NVQ Advice and Guidance Level 2, NVQ Advice and Guidance Level 3 and Capacity Building Workshop. Travel expenses paid for service user. Call for an appointment",London,Middlesex,"Print House
18 Ashwin Street
London	
",E8 3DL,020 7923 2412,http://www.refugeewomen.org.uk/info/infom.htm,info@refugeewomen.org.uk,Monday-Friday: 09.30-17.30,
,,,Refugee Womens Association,Women,Advice & Support; Education; Employment/ Training/ Volunteering,"To Empower Refugee Women
Providing advice and guidance on education, training, employment, health and social care",London,London,"The Print House, 18-22 Ashwin St, London E8 3DL",E8 3DL,020 7923 2412,http://www.refugeewomen.org.uk/,info@refugeewomen.org.uk,,
Celia Newell (Michelle Lam),26/07/17,,Refugee Youth,Children & Young People,"Social (clubs, groups) ","A national charity dedicated to overcoming isolation, alienation and despair among young refugees by supporting opportunities for their development, inclusion and integration. Activities include: weekly social nights, cretaive skjills workshops, sports activities, leadership development, residential workshops, women's circle, fun, food and friendship!",National,,"54 Kennington Oval, London ",SE11 5SW,020 3489 4420,http://www.refugeeyouth.org/,info@refugeeyouth.org,,
Misha MccGwire (Michelle Lam),27/07/17,,Refugee Youth (formerly Barbara Melunsky Refugee Youth Agency Ltd),Children & Young People,"Food; Befriending; Women; Social (clubs, groups)","1. APOW: local project in Croydon where around 30 young people gather to run creative workshops together. It provides a regular space for young people who are newly arrived in the UK, most of whom are here alone without family. Contact for address.
2. Refuge in Films: The young people in RefugeeYouth run an annual film festival, hosted by the British Film Institute. The festival is not just about the passive experience of watching a film. Through creative workshops, discussion and meaningful dialogue, we engage with people on a human level, breaking down barriers and prejudice between people from different communities, backgrounds and generations.
3. Women's Circle: At our sessions, we explore issues close to our hearts, such as femininity, gender issues, roles of men and women, media portrayal of women, the feminist movement, beauty, sexualisation of women, and equality. Through activities such as drama, dance, sports, fitness and healthy eating, young women can participate in a friendly and non-judgmental way, and also gain new skills and maintain a healthy lifestyle.
4. Arts Night: weekly arts nights at our hub in Oval, London. At these creative skills-based workshops, 15-25 young people come together to explore the issues affecting them, using the arts to convey their messages to the wider public. There is a variety of projects and activities, including music production, poetry, drumming, dance, capoeira, painting, fashion and printing.",London,South London - Kennington,"54 Kennington Oval, London SE11 5SW
",SE11 4PP,020 3489 4420,http://www.refugeeyouth.org/,info@refugeeyouth.org ,,
,,,Refugees First,Advice & Support,,"Aims: 1) the empowerment and support of asylum seekers and refugees, resident in plymouth and surrounding areas who are in conditions of poverty, disadvantage,discrimination and social exclusion.

2) The advandement of education, training and learninig oppertunities for asylum seekers and refugees resident in plymouth and surrounding areas.

3) The development of a range of needs led services, to improve the quality of life of asylum seekers and refugees resident in Plymouth and surrounding area.",South West,Plymouth,"Floor One
Anglia House
Derrys Cross
Plymouth
Devon
PL1 2SH",PL1 2SH,01752 242156,N/A,shoker@refugeesfirst.org,,
Lydia Boateng (Michelle Lam),26/07/17,,Refugees In Effective And Active Partnership,Employment/ Training/ Volunteering,Translation,Refugee-led organisation that aims to empower refugees and asylum seekers to live as valuable and valued members of British society. Mainly hires refugees to be community interpreters.,,London,"REAP
Key House
106 High Street, 
Yiewsley
Middlesex ",UB7 7BQ,01895 441530,http://www.reap.org.uk/,enquiries@reap.org.uk,,
,,,Refuweegee,Advice & Support,,"provide community built welcome pack to refugees in glasgow - recommended by social invest scotland, as a way to get refugees in scotland onto or programme",Scotland,Glasgow,"On the Corner,257 London Road, G40 1PE.",G40 1PE,,https://refuweegee.co.uk/,Selina@refuweegee.co.uk,,
Michelle Lam,29/07/17,,Regional Refugee Forum (50 groups),Advocacy,,"Through the Regional Refugee Forum they work together to:
- gather evidence about the distinct challenges faced by asylum seekers and refugees, which are not shared by the non-refugee community 
- identify what works best in securing social and economic inclusion
- present their Collective Voice to local and regional policy makers and service providers to inform the development of evidence based policy and practice that will promote integration and equality for the region's community of asylum seekers and refugees",North East,North East,"Regional Refugee Forum North east
Design Works
William Street
Felling
Gateshead",NE10 0JP,0191 423 6255,https://www.refugeevoices.org.uk/,On the site under 'Contact us',,
